ratrace
CTF
1
1
154,j,0,PuPSiDeDowN,0,5
217,s,0,515,-103,-59,1,0,0,100,0,0
217,0,515,-103,-59,1,0,0,100,0,0
220,0,,,,1,,,,,
224,0,,,,1,,,,,
227,0,,,,1,,,,,
230,0,,,,1,,,,,
234,0,,,,1,,,,,
237,0,,,,1,,,,,
241,0,,,,1,,,,,
244,0,,,,1,,,,,
245,c,0,0,yolo swag
247,0,,,,1,,,,,
250,0,,,,1,,,,,
254,0,,,,1,,,,,
257,0,,,,1,,,,,
260,0,,,,1,,,,,
264,0,,,,1,,,,,
267,0,,,,1,,,,,
270,0,,,,1,,,,,
274,0,,,,1,,,,,
277,0,,,,1,,,,,
281,0,,,,1,,,,,
284,0,,,,1,,,,,
287,0,,,,1,,,,,
291,0,,,,1,,,,,
294,0,,,,1,,,,,
297,0,,,,1,,,,,
300,0,,,,1,,,,,
304,0,,,,1,,,,,
307,0,,,,1,,,,,
311,0,,,,1,,,,,
315,0,,,,1,,,,,
318,0,,,,1,,,,,
321,0,,,,1,,,,,
324,0,,,,1,,,,,
328,0,,,,1,,,,,
331,0,,,,1,,,,,
334,0,,,,1,,,,,
338,0,,,,1,,,,,
341,0,,,,1,,,,,
344,0,,,,1,,,,,
348,0,,,,1,,,,,
351,0,,,,1,,,,,
354,0,,,,1,,,,,
358,0,,,,1,,,,,
361,0,,,,1,,,,,
364,0,,,,1,,,,,
368,0,,,,1,,,,,
371,0,,,,1,,,,,
374,0,,,,1,,,,,
378,0,,,,1,,,,,
381,0,,,,1,,,,,
384,0,,,,1,,,,,
388,0,,,,1,,,,,
391,0,,,,1,,,,,
394,0,,,,1,,,,,
398,0,,,,1,,,,,
401,0,,,,1,,,,,
404,0,,,,1,,,,,
408,0,,,,1,,,,,
411,0,,,,1,,,,,
414,0,,,,1,,,,,
418,0,,,,1,,,,,
421,0,,,,1,,,,,
424,0,,,,1,,,,,
428,0,,,,1,,,,,
431,0,,,,1,,,,,
434,0,,,,1,,,,,
438,0,,,,1,,,,,
441,0,,,,1,,,,,
444,0,,,,1,,,,,
448,0,,,,1,,,,,
451,0,,,,1,,,,,
454,0,,,,1,,,,,
458,0,,,,1,,,,,
461,0,,,,1,,,,,
464,0,,,,1,,,,,
468,0,,,,1,,,,,
471,0,,,,1,,,,,
474,0,,,,1,,,,,
478,0,,,,1,,,,,
481,0,,,,1,,,,,
484,0,,,,1,,,,,
488,0,,,,1,,,,,
491,0,,,,1,,,,,
494,0,,,,1,,,,,
498,0,,,,1,,,,,
501,0,,,,1,,,,,
504,0,,,,1,,,,,
508,0,,,,1,,,,,
511,0,,,,1,,,,,
514,0,,,,1,,,,,
518,0,,,,1,,,,,
521,0,,,,1,,,,,
524,0,,,,1,,,,,
528,0,,,,1,,,,,
531,0,,,,1,,,,,
535,0,,,,1,,,,,
538,0,,,,1,,,,,
541,0,,,,1,,,,,
545,0,,,,1,,,,,
548,0,,,,1,,,,,
551,0,,,,1,,,,,
554,0,,,,1,,,,,
558,0,,,,1,,,,,
561,0,,,,1,,,,,
564,0,,,,1,,,,,
568,0,,,,1,,,,,
571,0,,,,1,,,,,
574,0,,,,1,,,,,
578,0,,,,1,,,,,
581,0,,,,1,,,,,
584,0,,,,1,,,,,
588,0,,,,1,,,,,
591,0,,,,1,,,,,
594,0,,,,1,,,,,
598,0,,,,1,,,,,
601,0,,,,1,,,,,
604,0,,,,1,,,,,
608,0,,,,1,,,,,
611,0,,,,1,,,,,
614,0,,,,1,,,,,
618,0,,,,1,,,,,
621,0,,,,1,,,,,
624,0,,,,1,,,,,
628,0,,,,1,,,,,
631,0,,,,1,,,,,
635,0,,,,1,,,,,
638,0,,,,1,,,,,
